incident_id,year,quarter,country,incident_category,severity,sector_affected,estimated_victims,financial_damage_usd,genai_tool_involved,perpetrator_type,legal_action_taken,media_coverage_score,cross_border,detection_method,resolution_status
INC-01343,2025,Q4,Iran,AI Plagiarism,High,Politics,118394,,Unknown,Individual,1,5.2,1,Victim Report,Perpetrator Identified
INC-01344,2022,Q2,Nigeria,Deepfake Political Disinformation,Low,Media,614,,Image Generator,Unknown,0,2.2,0,Whistleblower,Resolved
INC-01345,2024,Q1,Saudi Arabia,Copyright Infringement via Image Gen,Low,Politics,4355,31094.78,Image Generator,Unknown,1,6.9,1,Forensic Analysis,Closed-No Action
INC-01346,2025,Q2,France,Deepfake Political Disinformation,Low,Healthcare,6035,33877.55,Multiple,Organized Group,0,8.9,0,Forensic Analysis,Under Investigation
INC-01347,2024,Q4,Poland,Non-Consensual Intimate Imagery,Low,Education,7319,8445.77,Multiple,Organized Group,0,3.7,1,Forensic Analysis,Legal Proceedings
INC-01348,2024,Q3,India,Chatbot Harmful Advice,Medium,Politics,24834,209730.91,Multiple,Unknown,1,2.1,1,Automated Flag,Unresolved
INC-01349,2024,Q2,Sweden,Non-Consensual Intimate Imagery,High,Media,126795,933713.6,Voice Cloner,State Actor,1,8.2,0,Automated Flag,Under Investigation
INC-01350,2025,Q2,Italy,AI Bias in Hiring,Medium,Politics,86793,726432.06,Unknown,Corporation,0,3.6,0,Victim Report,Resolved
INC-01351,2025,Q4,New Zealand,AI Identity Theft,Medium,Legal,22861,,Code Generator,Individual,1,2.7,0,Journalist Investigation,Closed-No Action
INC-01352,2024,Q2,Singapore,Synthetic Media Electoral Interference,Critical,Media,566437,84542672.5,Voice Cloner,Individual,1,1.9,0,Automated Flag,Under Investigation
INC-01353,2023,Q1,Ireland,AI Identity Theft,Low,Finance,5573,,Code Generator,Individual,1,1.2,0,Platform AI,Legal Proceedings
INC-01354,2023,Q1,India,Non-Consensual Intimate Imagery,Medium,Healthcare,10079,156452.04,Code Generator,Corporation,0,1.8,0,Journalist Investigation,Legal Proceedings
INC-01355,2025,Q1,Venezuela,Chatbot Harmful Advice,High,Media,84943,5215878.01,LLM Chatbot,Organized Group,0,1.9,1,Platform AI,Closed-No Action
INC-01356,2022,Q4,Russia,Chatbot Harmful Advice,High,Legal,34895,,Video Synthesizer,Individual,0,0.2,1,Forensic Analysis,Unresolved
INC-01357,2025,Q3,Italy,Deepfake Political Disinformation,Medium,Education,19372,235237.59,Unknown,Organized Group,0,0.5,1,Automated Flag,Unresolved
INC-01358,2024,Q1,Iran,AI-Generated Fraud,Low,Education,15234,5946.39,Code Generator,State Actor,1,2.3,1,Victim Report,Resolved
INC-01359,2024,Q3,Israel,Chatbot Harmful Advice,Low,Legal,1556,741.72,Image Generator,State Actor,1,8.6,0,Journalist Investigation,Perpetrator Identified
INC-01360,2025,Q1,India,Deepfake Political Disinformation,High,Employment,4642,,Image Generator,Corporation,0,5.2,1,Platform AI,Unresolved
INC-01361,2024,Q3,Chile,Medical AI Misdiagnosis,Low,Legal,3621,78206.63,Unknown,State Actor,0,7.1,0,Journalist Investigation,Closed-No Action
INC-01362,2023,Q1,Mexico,AI-Generated Fraud,Low,Employment,2457,,Code Generator,Corporation,1,6.5,0,Human Review,Closed-No Action
INC-01363,2024,Q4,Japan,Chatbot Harmful Advice,Medium,Legal,10229,537600.98,Code Generator,State Actor,0,5.3,0,Forensic Analysis,Legal Proceedings
INC-01364,2023,Q4,Venezuela,Chatbot Harmful Advice,Medium,Personal,4128,383426.03,LLM Chatbot,Individual,0,8.5,0,Platform AI,Unresolved
INC-01365,2024,Q2,Australia,Automated Misinformation Campaign,Medium,Personal,5779,125041.73,Image Generator,State Actor,1,3.5,0,Journalist Investigation,Resolved
INC-01366,2023,Q2,Taiwan,AI Identity Theft,High,Healthcare,246847,281724.78,Multiple,State Actor,0,2.9,0,Platform AI,Legal Proceedings
INC-01367,2025,Q2,Sweden,Non-Consensual Intimate Imagery,Medium,Personal,44531,,Voice Cloner,Corporation,1,2.6,0,Victim Report,Legal Proceedings
INC-01368,2025,Q4,South Korea,Chatbot Harmful Advice,Low,Legal,164,,Code Generator,Unknown,0,8.5,1,Forensic Analysis,Unresolved
INC-01369,2023,Q3,South Korea,AI Surveillance Abuse,Medium,Education,11592,67482.56,Voice Cloner,State Actor,0,7.1,0,Victim Report,Perpetrator Identified
INC-01370,2025,Q2,Russia,Non-Consensual Intimate Imagery,Low,Finance,12312,30811.09,Voice Cloner,State Actor,0,0.2,1,Automated Flag,Resolved
INC-01371,2023,Q4,India,Non-Consensual Intimate Imagery,Low,Employment,5353,33180.46,Voice Cloner,Organized Group,1,3.1,0,Human Review,Closed-No Action
INC-01372,2025,Q3,South Africa,Copyright Infringement via Image Gen,Medium,Finance,26333,1826306.0,Unknown,Organized Group,0,3.4,0,Victim Report,Resolved
INC-01373,2024,Q3,Indonesia,AI Plagiarism,Low,Media,11402,12668.06,Unknown,Organized Group,0,0.3,0,Journalist Investigation,Perpetrator Identified
INC-01374,2024,Q1,Chile,Synthetic Media Electoral Interference,High,Personal,68577,4233848.54,Image Generator,Organized Group,0,4.2,0,Forensic Analysis,Under Investigation
INC-01375,2024,Q2,Brazil,AI-Enabled Phishing,Medium,Media,14453,13720.61,Image Generator,Individual,0,6.5,0,Automated Flag,Legal Proceedings
INC-01376,2023,Q2,New Zealand,Copyright Infringement via Image Gen,Low,Media,5247,15652.02,Voice Cloner,Individual,0,8.2,0,Platform AI,Perpetrator Identified
INC-01377,2025,Q1,Italy,Copyright Infringement via Image Gen,Low,Legal,3621,42042.32,Multiple,Unknown,0,4.0,0,Whistleblower,Under Investigation
INC-01378,2025,Q2,Mexico,Automated Misinformation Campaign,Medium,Employment,87,206918.68,Image Generator,Individual,0,0.9,1,Automated Flag,Closed-No Action
INC-01379,2025,Q2,Germany,Academic Dishonesty,Medium,Education,11762,,Code Generator,Individual,1,7.2,1,Whistleblower,Closed-No Action
INC-01380,2024,Q2,New Zealand,Non-Consensual Intimate Imagery,Low,Personal,668,,Image Generator,State Actor,0,1.9,0,Platform AI,Resolved
INC-01381,2025,Q2,New Zealand,AI-Generated Fraud,Low,Education,3287,56474.62,Unknown,Organized Group,0,9.7,0,Human Review,Perpetrator Identified
INC-01382,2025,Q1,France,Copyright Infringement via Image Gen,High,Finance,50818,5840536.19,Image Generator,Individual,1,8.2,0,Victim Report,Under Investigation
INC-01383,2024,Q2,Netherlands,Deepfake Political Disinformation,Medium,Politics,28895,,Video Synthesizer,Corporation,0,4.9,1,Journalist Investigation,Under Investigation
INC-01384,2022,Q2,Germany,Voice Cloning Scam,Medium,Personal,12989,,Video Synthesizer,State Actor,1,9.2,0,Whistleblower,Legal Proceedings
INC-01385,2022,Q3,UAE,AI Plagiarism,Medium,Finance,2880,,Voice Cloner,Individual,0,2.5,1,Forensic Analysis,Legal Proceedings
INC-01386,2023,Q2,Mexico,Manipulated Audio Evidence,Low,Personal,7795,34253.18,Image Generator,Corporation,1,1.9,0,Automated Flag,Legal Proceedings
INC-01387,2024,Q3,South Korea,Voice Cloning Scam,Low,Healthcare,956,55128.01,Image Generator,Corporation,0,0.7,1,Automated Flag,Perpetrator Identified
INC-01388,2023,Q1,Israel,Synthetic Media Electoral Interference,Low,Media,5826,84432.81,LLM Chatbot,State Actor,1,5.3,0,Journalist Investigation,Unresolved
INC-01389,2024,Q3,Nigeria,AI-Generated Fraud,Medium,Personal,8197,50646.29,Multiple,State Actor,0,3.2,0,Platform AI,Under Investigation
INC-01390,2024,Q4,India,Medical AI Misdiagnosis,Low,Media,10431,23139.01,Voice Cloner,Organized Group,1,5.0,0,Forensic Analysis,Unresolved
INC-01391,2024,Q2,Israel,Automated Misinformation Campaign,Medium,Media,33823,2128573.68,Multiple,Unknown,0,4.6,1,Human Review,Legal Proceedings
INC-01392,2023,Q1,Indonesia,Academic Dishonesty,High,Healthcare,15555,,LLM Chatbot,Organized Group,0,3.0,1,Victim Report,Perpetrator Identified
INC-01393,2025,Q2,Brazil,AI Plagiarism,Low,Finance,4523,63769.7,Code Generator,State Actor,0,7.2,1,Human Review,Under Investigation
INC-01394,2024,Q4,Brazil,Non-Consensual Intimate Imagery,High,Personal,66395,926194.33,Image Generator,Corporation,1,6.4,1,Journalist Investigation,Unresolved
INC-01395,2025,Q2,UAE,AI Bias in Hiring,High,Politics,97224,,Multiple,Individual,1,0.3,1,Whistleblower,Under Investigation
INC-01396,2024,Q3,Poland,AI-Generated Legal Documents (Unauthorized),High,Education,215029,6529345.19,Video Synthesizer,Individual,1,5.7,0,Forensic Analysis,Resolved
INC-01397,2023,Q4,Venezuela,Manipulated Audio Evidence,High,Education,223297,1022704.12,Multiple,State Actor,1,5.0,0,Whistleblower,Legal Proceedings
INC-01398,2024,Q3,Venezuela,Manipulated Audio Evidence,Medium,Employment,13582,394266.93,Code Generator,State Actor,0,0.8,1,Forensic Analysis,Perpetrator Identified
INC-01399,2025,Q3,North Korea,AI-Enabled Phishing,Low,Personal,5493,24144.21,Unknown,Organized Group,0,9.1,1,Human Review,Legal Proceedings
INC-01400,2024,Q2,South Africa,Academic Dishonesty,Medium,Education,10489,,LLM Chatbot,Organized Group,1,9.4,1,Forensic Analysis,Under Investigation
INC-01401,2022,Q2,Iran,Academic Dishonesty,Medium,Education,1800,,LLM Chatbot,Corporation,1,7.7,1,Platform AI,Legal Proceedings
INC-01402,2024,Q3,Sweden,Synthetic Media Electoral Interference,Low,Education,6221,34066.95,Unknown,Corporation,1,5.2,0,Platform AI,Legal Proceedings
INC-01403,2025,Q4,Saudi Arabia,AI-Generated Legal Documents (Unauthorized),Medium,Politics,2635,1762174.54,Image Generator,Unknown,0,8.2,0,Forensic Analysis,Under Investigation
INC-01404,2025,Q4,Poland,Copyright Infringement via Image Gen,Low,Media,3011,,Multiple,Individual,1,7.4,0,Human Review,Under Investigation
INC-01405,2024,Q4,New Zealand,AI Identity Theft,Medium,Legal,2620,,Multiple,Individual,0,3.4,1,Victim Report,Perpetrator Identified
INC-01406,2024,Q4,Italy,Non-Consensual Intimate Imagery,Low,Personal,10040,33993.01,Unknown,Unknown,0,6.9,1,Forensic Analysis,Legal Proceedings
INC-01407,2023,Q2,Taiwan,Automated Misinformation Campaign,High,Employment,159980,8292245.75,Voice Cloner,Corporation,0,5.7,1,Whistleblower,Unresolved
INC-01408,2022,Q3,Singapore,Medical AI Misdiagnosis,Low,Media,4916,,Voice Cloner,Organized Group,0,2.1,1,Human Review,Perpetrator Identified
INC-01409,2023,Q4,India,Automated Misinformation Campaign,Low,Employment,2740,17689.97,Video Synthesizer,Individual,0,3.6,0,Automated Flag,Closed-No Action
INC-01410,2025,Q1,Italy,AI Identity Theft,High,Public Safety,356933,693676.32,Video Synthesizer,State Actor,0,6.5,1,Victim Report,Perpetrator Identified
INC-01411,2025,Q2,South Africa,Academic Dishonesty,High,Finance,45323,11254979.11,Voice Cloner,State Actor,0,1.3,0,Platform AI,Resolved
INC-01412,2024,Q1,Turkey,Synthetic Media Electoral Interference,Low,Legal,1356,5610.67,LLM Chatbot,State Actor,0,9.7,0,Journalist Investigation,Unresolved
INC-01413,2025,Q4,Turkey,Academic Dishonesty,Low,Public Safety,12403,35501.67,Multiple,State Actor,1,6.7,0,Platform AI,Under Investigation
INC-01414,2025,Q4,Sweden,AI Bias in Credit Scoring,Critical,Education,234,1026823.52,LLM Chatbot,Individual,1,6.3,1,Victim Report,Legal Proceedings
INC-01415,2024,Q2,United States,Automated Misinformation Campaign,Critical,Finance,1064096,,Code Generator,Unknown,0,0.5,1,Forensic Analysis,Perpetrator Identified
INC-01416,2025,Q4,Canada,AI Surveillance Abuse,Low,Media,6260,,Image Generator,Individual,0,7.5,1,Journalist Investigation,Resolved
INC-01417,2024,Q2,India,AI Identity Theft,Medium,Education,20556,774470.0,Multiple,Organized Group,0,5.4,1,Forensic Analysis,Resolved
INC-01418,2024,Q1,Sweden,Manipulated Audio Evidence,High,Public Safety,79868,8683215.15,LLM Chatbot,Unknown,0,7.9,0,Whistleblower,Resolved
INC-01419,2023,Q2,Turkey,Medical AI Misdiagnosis,Low,Finance,4378,11050.07,LLM Chatbot,Organized Group,0,9.4,1,Victim Report,Resolved
INC-01420,2023,Q1,India,AI Bias in Hiring,Medium,Employment,4690,94215.09,Multiple,Individual,0,8.8,0,Forensic Analysis,Legal Proceedings
INC-01421,2024,Q1,Taiwan,Automated Misinformation Campaign,Low,Healthcare,7634,,Voice Cloner,Organized Group,0,3.4,0,Victim Report,Unresolved
INC-01422,2024,Q1,UAE,Deepfake Political Disinformation,Critical,Legal,76245,69467085.99,Video Synthesizer,Individual,0,1.1,0,Victim Report,Perpetrator Identified
INC-01423,2024,Q3,China,AI-Generated Legal Documents (Unauthorized),High,Healthcare,86195,,Voice Cloner,Organized Group,0,3.8,0,Human Review,Resolved
INC-01424,2022,Q1,Venezuela,Copyright Infringement via Image Gen,Low,Healthcare,661,59523.26,Video Synthesizer,Individual,1,0.9,0,Platform AI,Legal Proceedings
INC-01425,2024,Q3,Iran,Medical AI Misdiagnosis,Low,Employment,1668,22454.44,Code Generator,Organized Group,0,5.6,0,Whistleblower,Resolved
INC-01426,2024,Q3,Israel,AI Surveillance Abuse,Medium,Employment,2720,1211076.42,Code Generator,Corporation,0,5.0,0,Journalist Investigation,Resolved
INC-01427,2025,Q1,Spain,AI Bias in Credit Scoring,Medium,Media,32312,975725.12,Image Generator,State Actor,1,5.1,0,Automated Flag,Closed-No Action
INC-01428,2025,Q4,Canada,Voice Cloning Scam,Low,Media,3268,,Unknown,Unknown,0,4.8,0,Platform AI,Unresolved
INC-01429,2025,Q2,Sweden,Copyright Infringement via Image Gen,Low,Legal,9396,234689.47,Unknown,Unknown,0,3.4,1,Automated Flag,Legal Proceedings
INC-01430,2025,Q2,Russia,AI-Enabled Phishing,Medium,Legal,8709,,Multiple,Organized Group,0,0.7,1,Human Review,Closed-No Action
INC-01431,2023,Q2,South Africa,AI Bias in Credit Scoring,High,Personal,168686,9723243.96,Code Generator,Individual,1,9.9,0,Human Review,Unresolved
INC-01432,2023,Q4,Turkey,Medical AI Misdiagnosis,Medium,Media,530,212950.7,Unknown,Unknown,0,5.7,0,Automated Flag,Unresolved
INC-01433,2022,Q3,Singapore,Medical AI Misdiagnosis,Low,Personal,747,,Code Generator,Individual,0,1.7,1,Platform AI,Unresolved
INC-01434,2024,Q3,Canada,AI-Generated Legal Documents (Unauthorized),High,Healthcare,17743,,Multiple,Corporation,1,1.0,0,Human Review,Perpetrator Identified
INC-01435,2022,Q4,South Korea,Medical AI Misdiagnosis,Critical,Education,1586833,104317119.29,Video Synthesizer,Individual,0,7.7,0,Human Review,Unresolved
INC-01436,2024,Q4,Sweden,Academic Dishonesty,Low,Healthcare,4942,72180.09,Image Generator,Organized Group,1,5.4,0,Human Review,Under Investigation
INC-01437,2025,Q3,Japan,Manipulated Audio Evidence,Medium,Healthcare,21912,476414.77,Unknown,State Actor,0,1.7,0,Platform AI,Legal Proceedings
INC-01438,2022,Q3,Ireland,AI-Generated Legal Documents (Unauthorized),Medium,Media,4660,145049.67,Multiple,State Actor,0,2.9,1,Victim Report,Under Investigation
INC-01439,2024,Q3,North Korea,Deepfake Political Disinformation,Low,Finance,827,,Unknown,Corporation,1,2.3,1,Journalist Investigation,Perpetrator Identified
INC-01440,2022,Q3,Spain,AI-Generated Legal Documents (Unauthorized),Medium,Finance,111,442813.6,Voice Cloner,Organized Group,0,8.4,1,Forensic Analysis,Resolved
INC-01441,2025,Q3,Venezuela,Copyright Infringement via Image Gen,High,Employment,351117,1635060.73,LLM Chatbot,Individual,0,8.2,0,Journalist Investigation,Unresolved
INC-01442,2025,Q1,Italy,Manipulated Audio Evidence,Low,Public Safety,12602,66803.5,Image Generator,State Actor,0,9.4,0,Platform AI,Perpetrator Identified
INC-01443,2023,Q4,Spain,AI Bias in Credit Scoring,Medium,Media,4070,29587.83,Voice Cloner,State Actor,1,1.0,1,Forensic Analysis,Perpetrator Identified
INC-01444,2024,Q3,India,AI Surveillance Abuse,Low,Personal,1149,21868.45,Video Synthesizer,Organized Group,0,4.9,0,Human Review,Under Investigation
INC-01445,2024,Q1,Russia,Voice Cloning Scam,Medium,Media,8898,220877.15,Voice Cloner,Individual,0,6.2,1,Journalist Investigation,Closed-No Action
INC-01446,2024,Q3,Turkey,Manipulated Audio Evidence,Critical,Healthcare,69835,90227086.05,LLM Chatbot,Unknown,0,6.0,1,Victim Report,Perpetrator Identified
INC-01447,2024,Q1,Venezuela,AI Identity Theft,Low,Politics,5523,74874.7,Multiple,Corporation,0,0.1,0,Victim Report,Unresolved
INC-01448,2022,Q4,Canada,AI-Enabled Phishing,Low,Healthcare,2862,83734.43,Multiple,Organized Group,0,9.3,0,Automated Flag,Resolved
INC-01449,2024,Q4,India,Voice Cloning Scam,Medium,Public Safety,27263,28449.66,Multiple,Organized Group,0,6.0,1,Forensic Analysis,Perpetrator Identified
INC-01450,2023,Q2,Brazil,Deepfake Political Disinformation,Medium,Finance,2113,18140.49,LLM Chatbot,Corporation,0,7.2,0,Automated Flag,Under Investigation
INC-01451,2025,Q4,China,AI Surveillance Abuse,High,Public Safety,592055,,Multiple,State Actor,0,0.6,0,Platform AI,Perpetrator Identified
INC-01452,2024,Q2,New Zealand,AI-Enabled Phishing,Low,Education,8339,88784.38,Unknown,Organized Group,0,3.2,0,Journalist Investigation,Under Investigation
INC-01453,2025,Q3,China,AI Bias in Hiring,High,Personal,26896,,Image Generator,Individual,0,9.2,0,Platform AI,Legal Proceedings
INC-01454,2025,Q3,Saudi Arabia,AI Bias in Hiring,Medium,Employment,3141,,LLM Chatbot,Individual,0,2.2,1,Whistleblower,Unresolved
INC-01455,2024,Q1,Brazil,AI-Enabled Phishing,Medium,Politics,20873,88881.7,Voice Cloner,Individual,1,0.8,0,Forensic Analysis,Legal Proceedings
INC-01456,2024,Q2,India,Academic Dishonesty,Medium,Healthcare,700,118253.35,Voice Cloner,Unknown,0,7.0,0,Whistleblower,Closed-No Action
INC-01457,2024,Q3,China,Copyright Infringement via Image Gen,Low,Legal,3238,,Image Generator,Corporation,1,2.1,0,Human Review,Unresolved
INC-01458,2025,Q2,Sweden,Deepfake Political Disinformation,Low,Finance,2222,29382.65,Multiple,Unknown,0,9.6,1,Automated Flag,Unresolved
INC-01459,2024,Q2,Venezuela,Manipulated Audio Evidence,High,Public Safety,10322,16024046.24,Multiple,Corporation,0,1.7,0,Whistleblower,Unresolved
INC-01460,2024,Q4,Germany,Deepfake Political Disinformation,High,Education,69029,1587690.72,Voice Cloner,State Actor,0,8.0,1,Platform AI,Resolved
INC-01461,2025,Q4,United Kingdom,Voice Cloning Scam,Medium,Personal,6226,,LLM Chatbot,State Actor,0,0.8,0,Whistleblower,Legal Proceedings
INC-01462,2024,Q3,Saudi Arabia,Automated Misinformation Campaign,Low,Education,7116,9343.04,Voice Cloner,State Actor,0,7.1,1,Victim Report,Legal Proceedings
INC-01463,2024,Q3,France,Copyright Infringement via Image Gen,Medium,Legal,14951,523529.01,LLM Chatbot,Organized Group,0,1.0,1,Whistleblower,Legal Proceedings
INC-01464,2025,Q1,Canada,AI Bias in Hiring,Critical,Personal,105585,95213421.95,LLM Chatbot,Corporation,1,4.4,1,Journalist Investigation,Perpetrator Identified
INC-01465,2025,Q3,UAE,Copyright Infringement via Image Gen,Medium,Politics,1354,,Unknown,Corporation,1,8.3,1,Human Review,Legal Proceedings
INC-01466,2023,Q2,Spain,AI Bias in Credit Scoring,High,Employment,56497,,Image Generator,Organized Group,1,5.8,0,Victim Report,Unresolved
INC-01467,2022,Q1,Mexico,Academic Dishonesty,High,Healthcare,99471,,Image Generator,Unknown,1,8.1,0,Journalist Investigation,Legal Proceedings
INC-01468,2023,Q2,Saudi Arabia,AI Bias in Credit Scoring,Low,Public Safety,1950,,Code Generator,Individual,0,0.6,0,Automated Flag,Under Investigation
INC-01469,2025,Q1,North Korea,Automated Misinformation Campaign,Critical,Employment,936072,54385618.03,LLM Chatbot,State Actor,0,6.3,0,Forensic Analysis,Resolved
INC-01470,2022,Q2,Indonesia,Non-Consensual Intimate Imagery,High,Media,576654,,Voice Cloner,State Actor,1,2.0,1,Victim Report,Unresolved
INC-01471,2025,Q3,Russia,Voice Cloning Scam,Critical,Healthcare,150449,517339.1,Code Generator,Corporation,1,8.1,0,Platform AI,Resolved
INC-01472,2023,Q1,India,Synthetic Media Electoral Interference,Low,Politics,5178,,Code Generator,Unknown,0,0.9,0,Forensic Analysis,Under Investigation
INC-01473,2024,Q4,Japan,AI Bias in Credit Scoring,Medium,Public Safety,8566,429234.42,Multiple,Unknown,1,6.1,0,Automated Flag,Legal Proceedings
INC-01474,2024,Q3,South Korea,Academic Dishonesty,High,Personal,29881,,Video Synthesizer,State Actor,0,9.5,0,Automated Flag,Resolved
INC-01475,2025,Q3,Indonesia,Voice Cloning Scam,Critical,Personal,427506,17558479.33,Code Generator,Corporation,0,8.6,0,Automated Flag,Resolved
INC-01476,2025,Q2,Saudi Arabia,AI Surveillance Abuse,Low,Politics,706,,Code Generator,State Actor,1,1.9,1,Journalist Investigation,Perpetrator Identified
INC-01477,2024,Q2,Mexico,Synthetic Media Electoral Interference,High,Healthcare,92932,,LLM Chatbot,Unknown,0,3.2,1,Whistleblower,Unresolved
INC-01478,2024,Q2,Brazil,Synthetic Media Electoral Interference,Medium,Finance,26704,34954.79,Voice Cloner,Corporation,1,0.1,0,Automated Flag,Closed-No Action
INC-01479,2024,Q3,South Africa,AI Surveillance Abuse,Medium,Finance,30491,944091.55,Multiple,Organized Group,0,8.0,0,Victim Report,Closed-No Action
INC-01480,2025,Q4,Poland,AI-Generated Legal Documents (Unauthorized),Medium,Healthcare,37427,,LLM Chatbot,State Actor,1,4.2,1,Forensic Analysis,Resolved
INC-01481,2023,Q4,Kenya,AI Plagiarism,Medium,Politics,4893,,Voice Cloner,Unknown,0,3.8,1,Forensic Analysis,Legal Proceedings
INC-01482,2025,Q3,Mexico,Automated Misinformation Campaign,High,Finance,142585,6468832.28,Unknown,Unknown,0,5.8,0,Forensic Analysis,Unresolved
INC-01483,2025,Q4,Chile,Non-Consensual Intimate Imagery,High,Healthcare,69529,6044249.12,Image Generator,Individual,0,2.1,0,Whistleblower,Perpetrator Identified
INC-01484,2025,Q2,United States,AI Surveillance Abuse,Low,Personal,10783,35948.66,Video Synthesizer,State Actor,0,6.9,1,Journalist Investigation,Perpetrator Identified
INC-01485,2024,Q3,Ireland,Manipulated Audio Evidence,Critical,Healthcare,1870577,,Voice Cloner,Corporation,0,7.7,0,Human Review,Closed-No Action
INC-01486,2023,Q3,India,AI-Enabled Phishing,Low,Legal,2786,80376.1,Code Generator,State Actor,0,1.4,1,Platform AI,Closed-No Action
INC-01487,2023,Q3,South Africa,AI-Generated Legal Documents (Unauthorized),Critical,Politics,546381,78278054.7,Unknown,Individual,0,5.3,1,Automated Flag,Legal Proceedings
INC-01488,2025,Q3,Israel,AI Surveillance Abuse,Low,Personal,1970,,Code Generator,Organized Group,0,2.5,0,Automated Flag,Closed-No Action
INC-01489,2025,Q1,Turkey,Copyright Infringement via Image Gen,Low,Media,1481,24054.56,Code Generator,Corporation,1,9.1,0,Forensic Analysis,Perpetrator Identified
INC-01490,2025,Q1,United Kingdom,AI-Enabled Phishing,Medium,Legal,52713,91711.04,Unknown,Unknown,1,4.9,1,Forensic Analysis,Resolved
INC-01491,2025,Q2,Iran,AI Identity Theft,Medium,Personal,21516,322321.82,Unknown,Unknown,1,5.1,0,Human Review,Under Investigation
INC-01492,2023,Q2,Sweden,Academic Dishonesty,High,Healthcare,83697,375359.5,Image Generator,Organized Group,0,3.2,0,Victim Report,Closed-No Action
INC-01493,2024,Q4,Germany,AI-Generated Legal Documents (Unauthorized),High,Media,54812,954654.42,Image Generator,Unknown,0,1.9,1,Journalist Investigation,Under Investigation
INC-01494,2022,Q3,Japan,Copyright Infringement via Image Gen,Medium,Legal,11674,988300.26,Unknown,Individual,1,5.9,0,Human Review,Resolved
INC-01495,2022,Q3,North Korea,AI-Generated Fraud,Low,Employment,91,54783.44,Code Generator,Corporation,0,4.4,0,Platform AI,Under Investigation
INC-01496,2025,Q1,Turkey,Deepfake Political Disinformation,Medium,Education,24294,,Code Generator,Corporation,0,2.7,1,Human Review,Closed-No Action
INC-01497,2025,Q3,Russia,Deepfake Political Disinformation,Low,Politics,4189,,Video Synthesizer,Organized Group,0,3.1,1,Platform AI,Unresolved
INC-01498,2024,Q1,Venezuela,AI Bias in Hiring,Medium,Public Safety,58046,153427.87,Multiple,Individual,1,6.9,0,Automated Flag,Closed-No Action
INC-01499,2022,Q4,Brazil,AI-Generated Legal Documents (Unauthorized),High,Legal,30748,,Unknown,Organized Group,1,1.9,1,Victim Report,Perpetrator Identified
INC-01500,2023,Q3,Russia,AI Bias in Credit Scoring,Low,Employment,8310,,Multiple,State Actor,0,1.6,0,Whistleblower,Perpetrator Identified
INC-01501,2025,Q2,Mexico,AI Surveillance Abuse,Medium,Public Safety,9769,228912.57,Video Synthesizer,Organized Group,1,3.0,0,Automated Flag,Unresolved
INC-01502,2025,Q2,Israel,AI Bias in Credit Scoring,Low,Finance,1418,22406.85,Voice Cloner,State Actor,1,2.0,0,Platform AI,Legal Proceedings
INC-01503,2023,Q2,Germany,Deepfake Political Disinformation,High,Healthcare,16505,1485181.42,LLM Chatbot,Organized Group,1,3.5,0,Journalist Investigation,Perpetrator Identified
INC-01504,2024,Q1,Ireland,Deepfake Political Disinformation,Medium,Politics,14656,503895.44,Unknown,Corporation,1,5.1,1,Automated Flag,Perpetrator Identified
INC-01505,2023,Q2,Germany,Academic Dishonesty,High,Public Safety,268204,,Multiple,Organized Group,1,4.0,1,Journalist Investigation,Legal Proceedings
INC-01506,2024,Q4,Australia,Manipulated Audio Evidence,High,Politics,137464,1467767.33,Image Generator,Organized Group,1,9.5,0,Victim Report,Under Investigation
INC-01507,2025,Q4,South Korea,Voice Cloning Scam,Medium,Media,224,13094.11,Video Synthesizer,Unknown,0,7.5,1,Automated Flag,Closed-No Action
INC-01508,2024,Q4,UAE,Non-Consensual Intimate Imagery,Low,Employment,796,32751.73,LLM Chatbot,Corporation,0,3.0,1,Forensic Analysis,Resolved
INC-01509,2022,Q4,Venezuela,AI-Generated Legal Documents (Unauthorized),Low,Employment,2275,11851.35,Image Generator,Unknown,1,3.5,0,Victim Report,Unresolved
INC-01510,2022,Q4,Mexico,AI Plagiarism,Critical,Education,65694,32876418.84,Code Generator,Unknown,1,0.9,1,Journalist Investigation,Legal Proceedings
INC-01511,2025,Q4,South Africa,Automated Misinformation Campaign,Low,Education,10600,9137.16,Code Generator,Unknown,0,8.4,0,Forensic Analysis,Unresolved
INC-01512,2025,Q1,United States,AI Identity Theft,Low,Public Safety,4369,,Unknown,Corporation,0,6.8,0,Automated Flag,Perpetrator Identified
INC-01513,2024,Q1,Mexico,AI Surveillance Abuse,Medium,Personal,29598,,Unknown,Individual,1,3.4,0,Victim Report,Resolved
INC-01514,2024,Q2,Sweden,AI Identity Theft,Medium,Finance,20893,,Unknown,State Actor,1,4.1,0,Human Review,Closed-No Action
INC-01515,2024,Q2,Poland,Copyright Infringement via Image Gen,Medium,Public Safety,6452,350465.58,LLM Chatbot,Individual,0,4.7,1,Automated Flag,Perpetrator Identified
INC-01516,2023,Q4,India,Synthetic Media Electoral Interference,Medium,Personal,618,421099.55,LLM Chatbot,State Actor,1,2.5,1,Journalist Investigation,Legal Proceedings
INC-01517,2024,Q3,South Africa,Voice Cloning Scam,Critical,Employment,593507,216221988.0,Multiple,State Actor,1,5.4,0,Forensic Analysis,Under Investigation
